Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.3713618043747226,-0.5311306778819194,-0.6953696822758867,0.08665714712852858,-1.2937995514794736,-1.5159643239627507,-0.38003852093634444,-0.3610981712451745,0.857420854805895,1.2561003714753889,1.5168644609919641,1.4468323807553582,-0.3398180877183627,1.1180827950452357,1.485249523016856,0.9514154490417508,5
0.02895234716549974,0.4988178809156364,0.7835176673248838,-0.54035181448983,2.4018115510520768,1.4934550531775233,0.03532257756860642,0.150319935566896,-2.9417186286807517,-0.8438291615483159,-2.378160817068931,-1.9999476464264987,0.5514056092964714,-1.3214968462048307,-1.8795341139208623,0.1581612188853545,4
0.7270778284339564,0.7950048184913064,0.8243815504341518,0.924849358622721,0.07690248287108156,0.3308358184567685,0.7171201637137371,0.9232428416550682,1.203116752381591,0.6187918143480629,0.25449758181578647,-0.20110381804681451,-1.1609313582976892,-0.7876734350337403,-0.23750729603566587,-0.35302552333675763,2
0.7321312653520691,0.8835922971473283,1.020896567589377,0.7256428530578446,0.6148953340599036,0.7211937516703179,0.7353825990569103,0.9284193995899229,0.8704587991172387,-0.47939515333839994,-0.2539807962345501,-0.7159589629598985,-0.9697862692608676,-1.0324381141292727,-0.732906896328306,-0.9735040413253165,2
-0.13350882078301424,-0.25749701740766556,-0.48124172687535455,0.4941394930414653,-1.3810226692180776,-1.7134951149740507,-0.14403942553478655,-0.049765994686098894,0.7138632399493066,1.2472351861697781,1.5310603188444745,1.5698161217574897,-0.7866315073469138,0.9193688934090847,1.6221944310980883,0.910494354736743,5
-0.43015922581384436,-0.45067601932398604,-0.3855014218194361,-0.4978864065085713,0.05280592356278924,0.3105614714584134,-0.4316643740703606,-0.44195311413746546,0.8562680129475035,0.22601196205551405,0.15855732373169823,-0.15507623296376732,0.47597022160576313,-0.012725134545522064,-0.1922260127720958,0.43722955796070145,6
-0.21818803400544273,-0.24818701714604066,-0.27312778996427756,-0.03605844115521815,-0.42258743432456597,-0.15403875628643293,-0.22361386756415608,-0.15790699698062605,-0.6031721223807974,0.6561693665795434,0.6366093957069818,0.34745903102932646,-0.1797837624477705,0.11616023305740232,0.31276466206849723,0.5808010605609149,6
-0.2994186179796997,-0.257553073605929,-0.2248887096221205,-0.3080528825564003,0.05545670792642987,0.3128052591878467,-0.3005986088174219,-0.26438124314389,1.129855965118908,0.12144144318833781,-0.07136266541775506,-0.17467229960618721,0.2064527673244543,-0.15207467030153118,-0.21152426720604742,-0.16509582005844672,6
-0.36070861303383644,-0.42323651027391906,-0.40924979894218483,-0.270602954511263,-0.33844853978587347,-0.06172489761573877,-0.36554292308568587,-0.34662644533026216,0.422704072660993,0.6794662157589992,0.6662595611317701,0.25695486339053586,0.13165880873326077,0.19635667752614108,0.22038391971009078,0.6484583300299698,6
1.1940085706987587,1.367305903314399,1.4798090351276125,1.1489038990379847,0.7148972742299536,0.7825948461583053,1.2116857469943285,1.3815912827793733,0.058008027377489446,-1.4786425802637968,-0.5701805755487065,-0.8206521842537937,-1.3199926352494291,-1.2234375681352172,-0.8311490161392384,-1.6605080287135099,2
-0.6927330764914552,-0.821034649902204,-0.7526697981396644,-0.8617269084189354,-0.07897567541833395,0.19463197795628953,-0.6938295370538499,-0.8260683567933733,-0.6352617665413983,0.30939107645974157,0.30393495028752604,-0.020513492875559196,1.1042799183244771,0.4076083742182866,-0.05891038485451153,0.5094645223965636,3
0.9334151209755432,1.1008988210663035,1.2046278798925336,0.9489767104475328,0.5868414432582494,0.703415647847834,0.9451147294437017,1.130579737711231,0.6769593967625702,-1.121868740840417,-0.4114132004461074,-0.7132477175751624,-1.152266424934551,-1.10026519923495,-0.7303515145288842,-1.7755953626650065,2
